Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
1376;21100406310;"International Humanitarian Law Series";book series;"13896776";"Brill Academic Publishers";No;No;0,108;Q4;10;3;34;1295;11;4;0,33;431,67;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2016, 2018-2020, 2022-2026";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1377;21100885609;"Journal of American-East Asian Relations";journal;"10583947, 18765610";"Brill Academic Publishers";No;No;0,108;Q4;11;18;53;763;7;38;0,03;42,39;23,08;0;Netherlands;Western Europe;"Brill Academic Publishers";"1992, 1994, 1996, 1998-2000, 2002-2003, 2007-2025";"History (Q3); Cultural Studies (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1378;21101082209;"Revista Brasileira de Ciencias Policiais";journal;"23186917, 21780013";"National Police Academy";Yes;Yes;0,108;Q4;3;0;115;0;7;107;0,06;0,00;0,00;0;Brazil;Latin America;"National Police Academy";"2019-2024";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1379;21100432248;"Social, Economic and Political Studies of the Middle East and Asia";book series;"13853376";"Brill Academic Publishers";No;No;0,108;Q4;12;1;17;673;1;4;0,00;673,00;100,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2009, 2012-2025";"Anthropology (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Philosophy (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1380;21101145627;"Youth in a Globalizing World";book series;"22129383";"Brill Academic Publishers";No;No;0,108;Q4;7;1;37;362;4;4;0,00;362,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2015, 2017-2026";"Development (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1381;17700155038;"Droit et Societe";journal;"19696973, 07693362";"Editions Juridiques Associees";No;No;0,107;Q4;19;0;65;0;10;63;0,13;0,00;0,00;0;France;Western Europe;"Editions Juridiques Associees";"2001-2024";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1382;14529;"Eire-Ireland; a journal of Irish studies";journal;"00132683, 15505162";"Irish American Cultural Institute";No;No;0,107;Q4;19;20;80;1298;14;67;0,10;64,90;61,11;0;United States;Northern America;"Irish American Cultural Institute";"1976-1977, 1979-1980, 1982, 1987, 2000-2025";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1383;5900152888;"Grey Room";journal;"15263819";"MIT Press";No;No;0,107;Q4;24;19;68;0;47;32;0,75;0,00;57,89;0;United States;Northern America;"MIT Press";"2002-2025";"Visual Arts and Performing Arts (Q3); Architecture (Q4); Communication (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Engineering; Social Sciences"
1384;19900191879;"Informacao e Sociedade";journal;"18094783, 01040146";"Universidade Federal de Campina Grande";Yes;Yes;0,107;Q4;11;0;35;0;2;32;0,08;0,00;0,00;0;Brazil;Latin America;"Universidade Federal de Campina Grande";"2011-2024";"Communication (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1385;4700153010;"Journal of Social, Political, and Economic Studies";journal;"0278839X";"Council for Social and Economic Studies";No;No;0,107;Q4;12;0;18;0;4;18;0,22;0,00;0,00;0;United States;Northern America;"Council for Social and Economic Studies";"1978, 1980, 1982, 1984-1986, 1993-1996, 2006-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1386;21100898308;"Languages Cultures Mediation";journal;"22841881, 24210293";"LED Edizioni Universitarie";Yes;Yes;0,107;Q4;7;8;61;318;12;59;0,21;39,75;87,50;0;Italy;Western Europe;"LED Edizioni Universitarie";"2014-2025";"Communication (Q4); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1387;17700154915;"Multitudes";journal;"17775841, 02920107";"Association Multitudes";No;No;0,107;Q4;16;0;229;0;17;210;0,08;0,00;0,00;0;France;Western Europe;"Association Multitudes";"2000-2024";"Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1388;11600153439;"North Korean Review";journal;"15512789, 19412886";"McFarland and Company, Inc";No;No;0,107;Q4;11;6;37;186;10;30;0,26;31,00;0,00;0;United States;Northern America;"McFarland and Company, Inc";"2010-2017, 2019-2025";"History (Q3); Cultural Studies (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1389;19900192704;"Romanian Journal of Political Science";journal;"20687613, 1582456X";"Romanian Academic Society";No;No;0,107;Q4;12;17;26;878;4;26;0,06;51,65;38,46;0;Romania;Eastern Europe;"Romanian Academic Society";"2009-2013, 2015-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1390;21100854425;"Annals of the Fondazione Luigi Einaudi";journal;"25324969";"Casa Editrice Leo S. Olschki";No;No;0,106;Q4;7;0;75;0;9;62;0,09;0,00;0,00;0;Italy;Western Europe;"Casa Editrice Leo S. Olschki";"2017-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); History (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1391;19700188379;"Arbeiderhistorie";journal;"08017778";"Arbeiderbevegelsens arkiv og bibliotek";Yes;Yes;0,106;Q4;3;9;41;275;5;35;0,13;30,56;0,00;0;Norway;Western Europe;"Arbeiderbevegelsens arkiv og bibliotek";"2001, 2011, 2013-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1392;5600153212;"Durkheimian Studies";journal;"17522307, 1362024X";"Berghahn Journals";No;No;0,106;Q4;8;0;20;0;3;19;0,17;0,00;0,00;0;United Kingdom;Western Europe;"Berghahn Journals";"2011-2015, 2017, 2020-2024";"Anthropology (Q4); Philosophy (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1393;62388;"Esprit";journal;"00140759, 21114579";"";No;No;0,106;Q4;11;0;65;0;3;49;0,05;0,00;0,00;0;France;Western Europe;"";"1973, 1975, 1981-1983, 2010-2020, 2024";"Arts and Humanities (miscellaneous) (Q4); Political Science and International Relations (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1394;17600155220;"Geneses";journal;"11553219";"Editions Belin";No;No;0,106;Q4;26;0;54;0;8;54;0,13;0,00;0,00;0;France;Western Europe;"Editions Belin";"2000-2024";"Cultural Studies (Q4); History (Q4); Public Administration (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1395;95318;"London Journal of Canadian Studies";journal;"23970928, 02672200";"UCL Press";Yes;No;0,106;Q4;2;7;6;210;0;5;0,00;30,00;16,67;0;United Kingdom;Western Europe;"UCL Press";"1994, 1996, 2021, 2023, 2025";"Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1396;12100157012;"Maghreb - Machrek";journal;"22716815, 17623162";"Editions ESKA";No;No;0,106;Q4;7;0;32;0;5;29;0,20;0,00;0,00;0;France;Western Europe;"Editions ESKA";"1987, 1989-1990, 2007-2024";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1397;17608;"Soundings";journal;"21616302, 00381861";"Society for Values in Higher Education";No;No;0,106;Q4;9;0;39;0;2;36;0,00;0,00;0,00;0;United States;Northern America;"Society for Values in Higher Education";"1975-1977, 1979-1980, 1982-1985, 1989, 1994, 2002-2023";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1398;21100307490;"Cahiers des Ameriques Latines";book series;"11417161";"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";Yes;Yes;0,105;Q4;7;10;92;373;9;75;0,11;37,30;77,78;0;France;Western Europe;"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";"1972, 1976, 1979, 1987, 2001-2002, 2012-2025";"Cultural Studies (Q4); Demography (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
1399;5700177049;"CR: The New Centennial Review";journal;"1532687X, 15396630";"Michigan State University, Department of English";No;No;0,105;Q4;24;1;59;29;12;48;0,06;29,00;100,00;0;United States;Northern America;"Michigan State University, Department of English";"2002-2023";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1400;18736;"Cuadernos del Cendes";journal;"10122508";"Universidad Central de Venezuela";Yes;No;0,105;Q4;9;0;53;0;5;47;0,00;0,00;0,00;0;Venezuela;Latin America;"Universidad Central de Venezuela";"1989-1991, 2008-2023";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1401;17600155214;"Empan";journal;"11523336";"Editions Eres";No;No;0,105;Q4;8;0;176;0;8;154;0,01;0,00;0,00;0;France;Western Europe;"Editions Eres";"2002-2024";"Health (social science) (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
1402;21101257866;"Journal of Indentureship and its Legacies";journal;"26342006, 26341999";"Pluto Journals";Yes;Yes;0,105;Q4;2;4;52;17;3;42;0,05;4,25;100,00;0;United Kingdom;Western Europe;"Pluto Journals";"2021-2025";"Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1403;21100898965;"Modernist Cultures";journal;"20411022, 17538629";"Edinburgh University Press";No;No;0,105;Q4;10;14;47;718;4;46;0,06;51,29;30,77;0;United Kingdom;Western Europe;"Edinburgh University Press";"2005-2025";"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4); Music (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1404;21100407477;"Historical Materialism Book Series";book series;"15701522";"Brill Academic Publishers";No;No;0,104;Q4;12;19;225;7047;14;78;0,04;370,89;4,76;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2009, 2011-2026";"History (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1405;21100786380;"Perspectives on Federalism";journal;"20365438";"Centro Studi Sul Federalismo";Yes;Yes;0,104;Q4;8;6;42;463;5;40;0,10;77,17;28,57;0;Italy;Western Europe;"Centro Studi Sul Federalismo";"2016-2026";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1406;5600152896;"Sociologia e Ricerca Sociale";journal;"19718446, 11211148";"FrancoAngeli";No;No;0,104;Q4;5;0;73;0;4;73;0,07;0,00;0,00;0;Italy;Western Europe;"FrancoAngeli";"2016-2024";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1407;17386;"Sociological Theory and Methods";journal;"09131442";"Japanese Association for Mathematical Sociology";No;No;0,104;Q4;9;8;57;151;5;49;0,03;18,88;71,43;0;Japan;Asiatic Region;"Japanese Association for Mathematical Sociology";"1986-1987, 1989-1994, 1996-2025";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1408;21101163298;"Women, Gender, and Families of Color";journal;"23260947, 23260939";"University of Illinois Press";No;No;0,104;Q4;5;0;41;0;5;39;0,06;0,00;0,00;0;United States;Northern America;"University of Illinois Press";"2019-2024";"Cultural Studies (Q4); Gender Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1409;5600157032;"Australian Slavonic and East European Studies";journal;"08188149";"University of Queensland Press";Yes;No;0,103;Q4;5;3;12;131;0;12;0,00;43,67;60,00;0;Australia;Pacific Region;"University of Queensland Press";"2013-2017, 2020-2025";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
1410;21100455214;"Caritas et Veritas";journal;"18050948";"University of South Bohemia";Yes;No;0,103;Q4;4;7;50;193;6;47;0,18;27,57;42,86;0;Czech Republic;Eastern Europe;"University of South Bohemia";"2015-2025";"Education (Q4); Philosophy (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1411;5600152864;"Education et Societes";journal;"1373847X, 17821428";"De Boeck Supérieur";No;No;0,103;Q4;16;0;40;0;2;40;0,03;0,00;0,00;0;Belgium;Western Europe;"De Boeck Supérieur";"2001-2024";"Education (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1412;19300156907;"Feministische Studien";journal;"23659920, 07235186";"Walter de Gruyter GmbH";No;No;0,103;Q4;10;16;103;313;4;90;0,00;19,56;93,75;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2008-2025";"Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1413;25082;"Foreign Policy";journal;"00157228";"Carnegie Endowment for International Peace";No;No;0,103;Q4;45;0;70;0;6;57;0,03;0,00;0,00;0;United States;Northern America;"Carnegie Endowment for International Peace";"1979, 1981, 1984-1985, 1998-2015, 2017-2018, 2020, 2022-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1414;7600153110;"Hawwa";journal;"15692078, 15692086";"Brill Academic Publishers";No;No;0,103;Q4;17;21;31;1004;5;29;0,14;47,81;82,86;0;Netherlands;Western Europe;"Brill Academic Publishers";"2003-2012, 2014-2026";"Cultural Studies (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1415;21101045768;"Journal for Interdisciplinary Middle Eastern Studies";journal;"2522347X, 25226959";"Ariel University Press";No;No;0,103;Q4;3;10;20;748;2;20;0,15;74,80;54,55;0;Israel;Middle East;"Ariel University Press";"2017-2025";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1416;16583;"Quaderni Storici";journal;"03016307, 26121972";"Societa Editrice Il Mulino";No;No;0,103;Q4;14;12;102;536;11;97;0,13;44,67;50,00;0;Italy;Western Europe;"Societa Editrice Il Mulino";"1976-1977, 1979-1987, 1999, 2001-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1417;5700161051;"A Contrario";journal;"16607880, 16628667";"Editions Antipodes";No;No;0,102;Q4;8;0;20;0;0;18;0,00;0,00;0,00;0;Switzerland;Western Europe;"Editions Antipodes";"2003-2007, 2009-2018, 2020-2023";"Cultural Studies (Q4); Literature and Literary Theory (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1418;21100786959;"Austrian Journal of Political Science";journal;"23135433";"Innsbruck University Press";Yes;Yes;0,102;Q4;12;1;19;65;2;19;0,06;65,00;0,00;0;Austria;Western Europe;"Innsbruck University Press";"2015-2025";"Sociology and Political Science (Q4)";"Social Sciences"
1419;21101140504;"Bolivian Studies Journal";journal;"21565163, 10742247";"University Library System, University of Pittsburgh";Yes;Yes;0,102;Q4;2;17;30;531;2;30;0,05;31,24;38,89;0;United States;Northern America;"University Library System, University of Pittsburgh";"2019, 2021-2025";"Anthropology (Q4); Cultural Studies (Q4); History (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1420;20600195060;"Cadernos de Linguagem e Sociedade";journal;"01049712, 21794790";"";No;No;0,102;Q4;4;1;95;20;8;89;0,10;20,00;100,00;0;Brazil;Latin America;"";"2012-2024";"Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1421;17700156011;"Enfances et Psy";journal;"12865559, 17762820";"ERES";No;No;0,102;Q4;10;0;115;0;8;101;0,08;0,00;0,00;0;France;Western Europe;"ERES";"2000-2024";"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
1422;23567;"Estudios de Asia y Africa";journal;"2448654X, 01850164";"Colegio de Mexico, A.C., Departamento de Publicaciones";Yes;Yes;0,102;Q4;5;11;64;360;7;63;0,02;32,73;27,27;0;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1984, 2014-2026";"Anthropology (Q4); Cultural Studies (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1423;19700182806;"French Colonial History";journal;"15393402, 15437787";"Michigan State University";No;No;0,102;Q4;7;13;14;1206;0;13;0,00;92,77;50,00;0;United States;Northern America;"Michigan State University";"2010-2014, 2016-2017, 2019-2021, 2023, 2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1424;5700154365;"International Journal of Francophone Studies";journal;"13682679, 17589142";"Intellect Ltd.";No;No;0,102;Q4;7;0;16;0;4;16;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Intellect Ltd.";"2008, 2012-2023";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Gender Studies (Q4); History (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
1425;21100896265;"Journal of China and International Relations";journal;"22458921";"Aalborg University";Yes;Yes;0,102;Q4;3;0;13;0;1;13;0,00;0,00;0,00;0;Denmark;Western Europe;"Aalborg University";"2018-2019, 2022";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
1426;19700169127;"Lithuanian Historical Studies";journal;"25386565, 13922343";"Brill Schoningh";Yes;No;0,102;Q4;7;6;16;217;1;16;0,09;36,17;33,33;0;Germany;Western Europe;"Brill Schoningh";"1996-2015, 2017-2025";"Cultural Studies (Q4); History (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1427;5700177271;"Matatu";journal;"18757421, 09329714";"Brill Rodopi";No;No;0,102;Q4;7;18;53;736;9;49;0,18;40,89;38,46;0;Netherlands;Western Europe;"Brill Rodopi";"2011-2017, 2019-2025";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1428;11700154341;"Mediterranean Studies";journal;"1074164X, 21614741";"Pennsylvania State University";No;No;0,102;Q4;11;0;22;0;2;18;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Pennsylvania State University";"2001, 2007-2010, 2012-2023";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1429;21101039070;"Montesquieu.it";journal;"24214124";"Dipartimento di Filosofia e Comunicazione";Yes;Yes;0,102;Q4;1;1;22;378;1;18;0,00;378,00;0,00;0;Italy;Western Europe;"Dipartimento di Filosofia e Comunicazione";"2019-2025";"History (Q4); Law (Q4); Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1430;22413;"Northern Scotland";journal;"03065278, 20422717";"Edinburgh University Press";No;No;0,102;Q4;10;8;29;601;1;27;0,00;75,13;25,00;0;United Kingdom;Western Europe;"Edinburgh University Press";"1979, 1981, 1996-2004, 2007, 2010-2025";"Anthropology (Q4); Cultural Studies (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Geography, Planning and Development (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
1431;5800169375;"Parlement[s]";journal;"17686520, 17606233";"Pepper-L'Harmattan";No;No;0,102;Q4;3;0;17;0;2;15;0,00;0,00;0,00;0;France;Western Europe;"Pepper-L'Harmattan";"2011-2013, 2019-2020, 2022";"History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1432;21100455134;"Queensland Review";journal;"20497792, 13218166";"Equinox Publishing Ltd";No;No;0,102;Q4;7;0;16;0;1;16;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Equinox Publishing Ltd";"2011-2013, 2015-2023";"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1433;5700164110;"Retraite et Societe";journal;"11674687";"Documentation Francaise";No;No;0,102;Q4;12;0;47;0;1;39;0,03;0,00;0,00;0;France;Western Europe;"Documentation Francaise";"2001-2009, 2011-2024";"Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)";"Business, Management and Accounting; Social Sciences"
1434;21100227422;"Revista da Abordagem Gestaltica";journal;"19843542, 18096867";"Instituto de Treinamento e Pesquisa em Gestalt-terapia de Goiania";No;No;0,102;Q4;7;0;21;0;0;19;0,00;0,00;0,00;0;Brazil;Latin America;"Instituto de Treinamento e Pesquisa em Gestalt-terapia de Goiania";"2012-2022";"Social Psychology (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
1435;21100944258;"Revista de Direito Civil Contemporaneo";journal;"23581433";"Thomson Reuters Brasil Conteudo e Tecnologia";No;No;0,102;Q4;3;0;120;0;4;99;0,03;0,00;0,00;0;Brazil;Latin America;"Thomson Reuters Brasil Conteudo e Tecnologia";"2018-2023";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1436;5600152922;"Revue du MAUSS";journal;"12474819";"Editions La Decouverte";No;No;0,102;Q4;16;0;122;0;10;119;0,12;0,00;0,00;0;France;Western Europe;"Editions La Decouverte";"2001-2024";"Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1437;21101132933;"Sguardo";journal;"20366558";"InSchibboleth Edizioni";Yes;Yes;0,102;Q4;2;0;89;0;1;82;0,02;0,00;0,00;0;Italy;Western Europe;"InSchibboleth Edizioni";"2019-2024";"History and Philosophy of Science (Q4); Philosophy (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1438;21100256129;"Societate si Politica";journal;"20677812, 18431348";"Universitatea de Vest Vasile Goldis din Arad";Yes;Yes;0,102;Q4;7;0;24;0;1;24;0,00;0,00;0,00;0;Romania;Eastern Europe;"Universitatea de Vest Vasile Goldis din Arad";"2013-2024";"History (Q4); Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1439;21100901132;"Studia Universitatis Cibiniensis, Series Historica";journal;"15843165";"Lucian Blaga University of Sibiu";No;No;0,102;Q4;1;0;29;0;2;29;0,06;0,00;0,00;0;Romania;Eastern Europe;"Lucian Blaga University of Sibiu";"2018-2024";"Archeology (arts and humanities) (Q4); Cultural Studies (Q4); History (Q4); Literature and Literary Theory (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1440;21100406922;"Studies in Critical Social Sciences";book series;"15734234";"Brill Academic Publishers";No;No;0,102;Q4;11;166;369;11919;41;47;0,11;71,80;42,86;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2026";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1441;21101245238;"Tietolipas";book series;"05626129, 26702584";"Suomalaisen Kirjallisuuden Seura";No;No;0,102;Q4;2;73;133;4276;11;17;0,09;58,58;66,67;0;Finland;Western Europe;"Suomalaisen Kirjallisuuden Seura";"2022-2025";"Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1442;19700169125;"Trajecta. Religion, Culture and Society in the Low Countries";journal;"26659484, 07788304";"Amsterdam University Press";No;No;0,102;Q4;5;7;13;273;1;13;0,13;39,00;40,00;0;Netherlands;Western Europe;"Amsterdam University Press";"1999, 2002, 2019-2025";"History (Q4); Religious Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1443;21101078833;"Bamboo and Silk";journal;"24689246, 24689238";"Brill Academic Publishers";No;No;0,101;Q4;5;10;32;510;6;32;0,23;51,00;7,14;0;Netherlands;Western Europe;"Brill Academic Publishers";"2018-2025";"Anthropology (Q4); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1444;20259;"Casopis Matice Moravske";journal;"0323052X";"Matice Moravska";No;No;0,101;Q4;2;17;34;706;3;30;0,08;41,53;41,67;0;Czech Republic;Eastern Europe;"Matice Moravska";"1983, 2001, 2019-2025";"History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1445;21101301359;"Collingwood and British Idealism Studies";journal;"20513011, 17449413";"Imprint Academic";No;No;0,101;Q4;3;0;25;0;1;22;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Imprint Academic";"2019-2024";"Arts and Humanities (miscellaneous) (Q4); Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1446;13818;"Cornell Journal of Law and Public Policy";journal;"10690565";"Joe Christensen, Inc.";No;No;0,101;Q4;14;9;32;728;3;29;0,00;80,89;66,67;0;United States;Northern America;"Joe Christensen, Inc.";"1993, 1997-2002, 2004-2007, 2009, 2011-2025";"Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1447;5600152882;"Cultures et Conflits";journal;"17775345, 1157996X";"Pepper-L'Harmattan";No;No;0,101;Q4;8;0;23;0;0;22;0,00;0,00;0,00;0;France;Western Europe;"Pepper-L'Harmattan";"1997, 2016-2024";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1448;21100901025;"Derrida Today";journal;"17548519, 17548500";"Edinburgh University Press";No;No;0,101;Q4;11;21;53;403;4;42;0,08;19,19;37,50;0;United Kingdom;Western Europe;"Edinburgh University Press";"2008-2025";"Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1449;21101061923;"Direito, Estado e Sociedade";journal;"19820879, 15166104";"Pontificia Universidade Catolica do Rio de Janeiro";Yes;No;0,101;Q4;3;13;71;518;2;71;0,00;39,85;50,00;0;Brazil;Latin America;"Pontificia Universidade Catolica do Rio de Janeiro";"2019-2025";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
1450;81529;"Eighteenth-Century Ireland";journal;"07907915";"Eighteenth-Century Ireland Society";No;No;0,101;Q4;10;7;28;579;0;24;0,00;82,71;60,00;0;Ireland;Western Europe;"Eighteenth-Century Ireland Society";"1986, 2002-2019, 2021-2025";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
1451;21101050911;"Historijski Pogledi";journal;"26371502, 27120651";"Centar za istrazivanje moderne i savremene historije Tuzla";Yes;Yes;0,101;Q4;2;37;115;1309;9;111;0,09;35,38;30,00;0;Bosnia and Herzegovina;Eastern Europe;"Centar za istrazivanje moderne i savremene historije Tuzla";"2018-2025";"Demography (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
